player,nation,pos,squad,born,mp,starts,min,gls,ast,pk,pkatt,crdy,crdr,gls_per_90,ast_per_90,g_plus_a_per_90,g_minus_pk_per_90,year,league
Valentin Eysseric,fr FRA,"MF,FW",Saint-Étienne,1992,29,19,1727,6,4,2,2,6,0,0.31,0.21,0.52,0.21,2015,French
Vincent Pajot,fr FRA,MF,Saint-Étienne,1990,28,19,1755,1,1,0,0,6,0,0.05,0.05,0.1,0.05,2015,French
Yakou Méïte,ci CIV,"FW,MF",Paris S-G,1996,1,0,1,0,0,0,0,0,0,0,0,0,0,2015,French
Yohan Mollo,fr FRA,"FW,MF",Saint-Étienne,1989,1,0,20,0,0,0,0,0,0,0,0,0,0,2015,French
Zakarie Labidi,fr FRA,MF,Lyon,1995,3,0,27,0,0,0,0,0,0,0,0,0,0,2015,French
Zlatan Ibrahimovi?,se SWE,FW,Paris S-G,1981,31,29,2549,38,13,5,6,1,0,1.34,0.46,1.8,1.17,2015,French
David Alaba,at AUT,DF,Bayern Munich,1992,30,27,2492,2,0,0,0,2,0,0.07,0,0.07,0.07,2015,German
Thiago Alcántara,es ESP,MF,Bayern Munich,1991,27,16,1643,2,3,0,0,2,0,0.11,0.16,0.27,0.11,2015,German
Xabi Alonso,es ESP,"MF,DF",Bayern Munich,1981,26,23,1945,0,2,0,0,6,1,0,0.09,0.09,0,2015,German
Nadiem Amiri,de GER,"MF,FW",Hoffenheim,1996,25,16,1460,4,4,0,0,4,0,0.25,0.25,0.49,0.25,2015,German
Maximilian Arnold,de GER,MF,Wolfsburg,1994,31,22,2039,3,2,0,0,4,0,0.13,0.09,0.22,0.13,2015,German
Carlos Ascues,pe PER,"DF,MF",Wolfsburg,1992,1,0,9,0,0,0,0,0,0,0,0,0,0,2015,German
Pierre-Emerick Aubameyang,ga GAB,FW,Dortmund,1989,31,28,2467,25,5,3,4,4,0,0.91,0.18,1.09,0.8,2015,German
Ismail Azzaoui,be BEL,FW,Wolfsburg,1998,2,0,22,0,0,0,0,0,0,0,0,0,0,2015,German
Holger Badstuber,de GER,DF,Bayern Munich,1989,7,5,471,0,0,0,0,0,0,0,0,0,0,2015,German
Oliver Baumann,de GER,GK,Hoffenheim,1990,33,33,2970,0,0,0,0,1,0,0,0,0,0,2015,German
Diego Benaglio,ch SUI,GK,Wolfsburg,1983,21,21,1890,0,0,0,0,1,0,0,0,0,0,2015,German
Medhi Benatia,ma MAR,DF,Bayern Munich,1987,14,11,977,1,2,0,0,2,0,0.09,0.18,0.28,0.09,2015,German
Sven Bender,de GER,"DF,MF",Dortmund,1989,19,14,1246,0,0,0,0,1,0,0,0,0,0,2015,German
Nicklas Bendtner,dk DEN,FW,Wolfsburg,1988,13,4,418,2,0,0,0,2,0,0.43,0,0.43,0.43,2015,German
Juan Bernat,es ESP,"DF,MF",Bayern Munich,1993,16,13,1149,0,1,0,0,2,0,0,0.08,0.08,0,2015,German
Ermin Bi?ak?i?,ba BIH,DF,Hoffenheim,1990,21,18,1599,0,0,0,0,3,1,0,0,0,0,2015,German
Jérôme Boateng,de GER,DF,Bayern Munich,1988,19,17,1348,0,3,0,0,4,1,0,0.2,0.2,0,2015,German
Roman Bürki,ch SUI,GK,Dortmund,1990,33,33,2970,0,0,0,0,1,0,0,0,0,0,2015,German
Daniel Caligiuri,it ITA,MF,Wolfsburg,1988,29,20,1824,2,5,0,0,4,0,0.1,0.25,0.35,0.1,2015,German
Russell Canouse,us USA,MF,Hoffenheim,1995,1,0,24,0,0,0,0,0,0,0,0,0,0,2015,German
Koen Casteels,be BEL,GK,Wolfsburg,1992,13,13,1170,0,0,0,0,1,0,0,0,0,0,2015,German
Gonzalo Castro,de GER,MF,Dortmund,1987,25,16,1483,3,7,0,0,1,0,0.18,0.42,0.61,0.18,2015,German
Kingsley Coman,fr FRA,"MF,FW",Bayern Munich,1996,23,20,1685,4,6,0,0,0,0,0.21,0.32,0.53,0.21,2015,German
Douglas Costa,br BRA,MF,Bayern Munich,1990,27,23,1963,4,9,0,0,1,0,0.18,0.41,0.6,0.18,2015,German
Dante,br BRA,DF,Bayern Munich,1983,1,0,18,0,0,0,0,0,0,0,0,0,0,2015,German
Dante,br BRA,DF,Wolfsburg,1983,23,23,2065,1,0,0,0,6,2,0.04,0,0.04,0.04,2015,German
Kevin De Bruyne,be BEL,MF,Wolfsburg,1991,2,2,164,0,0,0,0,1,0,0,0,0,0,2015,German
Bas Dost,nl NED,FW,Wolfsburg,1989,22,14,1364,8,2,1,1,0,0,0.53,0.13,0.66,0.46,2015,German
Julian Draxler,de GER,MF,Wolfsburg,1993,21,19,1517,5,5,0,0,4,1,0.3,0.3,0.59,0.3,2015,German
Erik Durm,de GER,"DF,MF",Dortmund,1992,14,10,865,1,1,0,0,2,0,0.1,0.1,0.21,0.1,2015,German
Tarik Elyounoussi,no NOR,MF,Hoffenheim,1988,6,5,423,0,1,0,0,0,0,0,0.21,0.21,0,2015,German
Matthias Ginter,de GER,"DF,MF",Dortmund,1994,24,21,1889,3,4,0,0,0,0,0.14,0.19,0.33,0.14,2015,German
Mario Götze,de GER,"FW,MF",Bayern Munich,1992,14,11,957,3,4,0,0,1,0,0.28,0.38,0.66,0.28,2015,German
Jens Grahl,de GER,GK,Hoffenheim,1988,1,1,90,0,0,0,0,0,0,0,0,0,0,2015,German
Josuha Guilavogui,fr FRA,MF,Wolfsburg,1990,30,26,2326,2,0,0,0,3,0,0.08,0,0.08,0.08,2015,German
lkay Gundogan,de GER,MF,Dortmund,1990,25,22,1989,1,3,0,0,1,0,0.05,0.14,0.18,0.05,2015,German
Luiz Gustavo,br BRA,MF,Wolfsburg,1987,22,22,1804,1,2,0,0,8,0,0.05,0.1,0.15,0.05,2015,German
Jiloan Hamad,iq IRQ,MF,Hoffenheim,1990,7,4,315,1,0,0,0,1,0,0.29,0,0.29,0.29,2015,German
Bruno Henrique,br BRA,MF,Wolfsburg,1990,7,2,253,0,1,0,0,1,0,0,0.36,0.36,0,2015,German
Jonas Hofmann,de GER,"MF,FW",Dortmund,1992,7,4,287,1,1,0,0,0,0,0.31,0.31,0.63,0.31,2015,German
Mats Hummels,de GER,DF,Dortmund,1988,30,29,2493,2,2,0,0,1,0,0.07,0.07,0.14,0.07,2015,German
Aaron Hunt,de GER,MF,Wolfsburg,1986,2,1,81,0,0,0,0,0,0,0,0,0,0,2015,German
Adnan Januzaj,be BEL,"FW,MF",Dortmund,1995,6,0,166,0,2,0,0,0,0,0,1.08,1.08,0,2015,German
Kim Jin-su,kr KOR,DF,Hoffenheim,1992,15,14,1313,0,0,0,0,3,0,0,0,0,0,2015,German
Joelinton,br BRA,"FW,MF",Hoffenheim,1996,1,0,1,0,0,0,0,0,0,0,0,0,0,2015,German
Park Joo-ho,kr KOR,DF,Dortmund,1987,5,4,309,0,0,0,0,0,0,0,0,0,0,2015,German
Sebastian Jung,de GER,DF,Wolfsburg,1990,11,5,526,0,1,0,0,1,0,0,0.17,0.17,0,2015,German
Pavel Kade?ábek,cz CZE,DF,Hoffenheim,1992,28,25,2229,0,1,0,0,2,0,0,0.04,0.04,0,2015,German
Shinji Kagawa,jp JPN,MF,Dortmund,1989,29,26,2164,9,7,0,0,2,0,0.37,0.29,0.67,0.37,2015,German
Kevin Kampl,si SVN,MF,Dortmund,1990,1,0,13,0,0,0,0,0,0,0,0,0,0,2015,German
Joshua Kimmich,de GER,"DF,MF",Bayern Munich,1995,23,15,1428,0,2,0,0,3,0,0,0.13,0.13,0,2015,German
Timm Klose,ch SUI,DF,Wolfsburg,1988,8,7,634,1,0,0,0,1,0,0.14,0,0.14,0.14,2015,German
Robin Knoche,de GER,DF,Wolfsburg,1992,11,9,817,1,0,0,0,1,0,0.11,0,0.11,0.11,2015,German
Andrej Kramari?,hr CRO,FW,Hoffenheim,1991,15,12,1085,5,2,1,2,1,1,0.41,0.17,0.58,0.33,2015,German
Max Kruse,de GER,"FW,MF",Wolfsburg,1988,32,28,2420,6,6,0,0,3,0,0.22,0.22,0.45,0.22,2015,German
Kevin Kurányi,de GER,FW,Hoffenheim,1982,14,5,527,0,0,0,0,0,0,0,0,0,0,2015,German
Philipp Lahm,de GER,"DF,MF",Bayern Munich,1983,26,25,2195,1,1,0,0,3,0,0.04,0.04,0.08,0.04,2015,German
Moritz Leitner,de GER,MF,Dortmund,1992,9,2,326,0,1,0,0,0,0,0,0.28,0.28,0,2015,German
Robert Lewandowski,pl POL,FW,Bayern Munich,1988,32,29,2653,30,2,2,2,2,0,1.02,0.07,1.09,0.95,2015,German
Javi Martínez,es ESP,"DF,MF",Bayern Munich,1988,16,11,1107,1,1,0,0,2,0,0.08,0.08,0.16,0.08,2015,German
Henrikh Mkhitaryan,am ARM,"MF,FW",Dortmund,1989,31,28,2571,11,15,0,0,5,0,0.39,0.53,0.91,0.39,2015,German
Thomas Müller,de GER,"MF,FW",Bayern Munich,1989,31,26,2341,20,5,5,6,4,0,0.77,0.19,0.96,0.58,2015,German
Naldo,br BRA,DF,Wolfsburg,1982,29,29,2595,0,1,0,0,2,0,0,0.03,0.03,0,2015,German
Manuel Neuer,de GER,GK,Bayern Munich,1986,34,34,3020,0,0,0,0,0,0,0,0,0,0,2015,German
Philipp Ochs,de GER,"MF,DF",Hoffenheim,1997,13,6,560,0,1,0,0,0,0,0,0.16,0.16,0,2015,German
Miloš Pantovi?,rs SRB,"FW,MF",Bayern Munich,1996,1,0,1,0,0,0,0,0,0,0,0,0,0,2015,German
Sokratis Papastathopoulos,gr GRE,DF,Dortmund,1988,25,23,2113,1,0,0,0,5,0,0.04,0,0.04,0.04,2015,German
Felix Passlack,de GER,"FW,DF",Dortmund,1998,3,2,182,0,0,0,0,0,0,0,0,0,0,2015,German
Ivan Periši?,hr CRO,MF,Wolfsburg,1989,2,2,163,1,0,0,0,0,0,0.55,0,0.55,0.55,2015,German
Lukasz Piszczek,pl POL,DF,Dortmund,1985,20,16,1520,0,3,0,0,3,0,0,0.18,0.18,0,2015,German
Eugen Polanski,pl POL,MF,Hoffenheim,1986,27,20,1759,1,3,0,1,8,0,0.05,0.15,0.2,0.05,2015,German
Christian Pulisic,us USA,"MF,FW",Dortmund,1998,9,4,389,2,0,0,0,1,0,0.46,0,0.46,0.46,2015,German
Leandro Putaro,de GER,"FW,MF",Wolfsburg,1997,4,0,47,0,0,0,0,0,0,0,0,0,0,2015,German
Rafinha,br BRA,"DF,MF",Bayern Munich,1985,25,18,1754,0,3,0,0,7,0,0,0.15,0.15,0,2015,German
Adrián Ramos,co COL,"FW,MF",Dortmund,1986,27,9,945,9,4,0,0,0,0,0.86,0.38,1.24,0.86,2015,German
Marco Reus,de GER,"MF,FW",Dortmund,1989,26,24,1909,12,3,1,2,2,0,0.57,0.14,0.71,0.52,2015,German
Franck Ribéry,fr FRA,"MF,FW",Bayern Munich,1983,13,6,685,2,3,0,0,1,0,0.26,0.39,0.66,0.26,2015,German
Arjen Robben,nl NED,MF,Bayern Munich,1984,15,14,1094,4,1,1,1,1,0,0.33,0.08,0.41,0.25,2015,German
Sebastian Rode,de GER,MF,Bayern Munich,1990,15,3,411,1,1,0,0,1,0,0.22,0.22,0.44,0.22,2015,German
Francisco Rodríguez Araya,ch SUI,MF,Wolfsburg,1995,1,0,9,0,0,0,0,0,0,0,0,0,0,2015,German
Ricardo Rodríguez,ch SUI,DF,Wolfsburg,1992,24,23,2067,2,3,2,2,3,0,0.09,0.13,0.22,0,2015,German
Sebastian Rudy,de GER,MF,Hoffenheim,1990,24,22,1791,2,1,0,0,8,1,0.1,0.05,0.15,0.1,2015,German
Nuri ?ahin,tr TUR,MF,Dortmund,1988,9,6,505,0,2,0,0,1,0,0,0.36,0.36,0,2015,German
Marcel Schäfer,de GER,"DF,MF",Wolfsburg,1984,21,14,1307,1,2,0,0,1,0,0.07,0.14,0.21,0.07,2015,German
Fabian Schär,ch SUI,DF,Hoffenheim,1991,24,20,1728,1,0,0,0,3,0,0.05,0,0.05,0.05,2015,German
Marcel Schmelzer,de GER,DF,Dortmund,1988,26,22,2060,0,4,0,0,2,0,0,0.17,0.17,0,2015,German
Jonathan Schmid,fr FRA,"MF,FW",Hoffenheim,1990,23,16,1453,4,0,0,0,1,0,0.25,0,0.25,0.25,2015,German
André Schürrle,de GER,"MF,FW",Wolfsburg,1990,29,21,1906,9,3,0,0,5,0,0.42,0.14,0.57,0.42,2015,German
Pirmin Schwegler,ch SUI,MF,Hoffenheim,1987,21,16,1415,0,0,0,0,5,0,0,0,0,0,2015,German
Paul Seguin,de GER,MF,Wolfsburg,1995,4,2,178,0,0,0,0,0,0,0,0,0,0,2015,German
Tobias Strobl,de GER,"MF,DF",Hoffenheim,1990,26,22,2078,0,1,0,0,5,0,0,0.04,0.04,0,2015,German
Neven Suboti?,rs SRB,DF,Dortmund,1988,6,5,464,0,0,0,0,2,0,0,0,0,0,2015,German
Niklas Süle,de GER,DF,Hoffenheim,1995,33,33,2970,0,1,0,0,4,0,0,0.03,0.03,0,2015,German
Ádám Szalai,hu HUN,FW,Hoffenheim,1987,4,1,109,0,0,0,0,0,0,0,0,0,0,2015,German
Serdar Tasci,de GER,DF,Bayern Munich,1987,3,3,218,0,0,0,0,1,0,0,0,0,0,2015,German
Jeremy Toljan,de GER,DF,Hoffenheim,1994,18,16,1488,1,0,0,0,0,0,0.06,0,0.06,0.06,2015,German
Christian Träsch,de GER,"DF,MF",Wolfsburg,1987,29,23,2068,0,1,0,0,2,0,0,0.04,0.04,0,2015,German
Sven Ulreich,de GER,GK,Bayern Munich,1988,1,0,40,0,0,0,0,0,0,0,0,0,0,2015,German
Mark Uth,de GER,"MF,FW",Hoffenheim,1991,25,16,1401,8,1,0,0,2,0,0.51,0.06,0.58,0.51,2015,German
Eduardo Vargas,cl CHI,"FW,MF",Hoffenheim,1989,24,16,1502,2,3,0,0,1,0,0.12,0.18,0.3,0.12,2015,German
Arturo Vidal,cl CHI,MF,Bayern Munich,1987,30,24,2042,4,5,0,0,3,0,0.18,0.22,0.4,0.18,2015,German
Vieirinha,pt POR,"MF,DF",Wolfsburg,1986,26,22,1896,1,5,0,0,3,0,0.05,0.24,0.28,0.05,2015,German
Kevin Volland,de GER,"FW,MF",Hoffenheim,1992,33,31,2724,8,7,2,3,8,0,0.26,0.23,0.5,0.2,2015,German
Roman Weidenfeller,de GER,GK,Dortmund,1980,1,1,90,0,0,0,0,0,0,0,0,0,0,2015,German
Julian Weigl,de GER,MF,Dortmund,1995,30,25,2245,0,0,0,0,5,0,0,0,0,0,2015,German
Steven Zuber,ch SUI,MF,Hoffenheim,1991,12,6,579,2,0,0,0,1,0,0.31,0,0.31,0.31,2015,German
Ignazio Abate,it ITA,DF,Milan,1986,27,27,2248,1,1,0,0,7,0,0.04,0.04,0.08,0.04,2015,Italian
Christian Abbiati,it ITA,GK,Milan,1977,1,0,72,0,0,0,0,0,0,0,0,0,0,2015,Italian
Luiz Adriano,br BRA,FW,Milan,1987,26,12,1194,4,0,1,1,4,0,0.3,0,0.3,0.23,2015,Italian
Alex,br BRA,DF,Milan,1982,25,24,2091,3,1,0,0,5,0,0.13,0.04,0.17,0.13,2015,Italian
Ionu? Andrei Radu,ro ROU,GK,Inter,,1,0,19,0,0,0,0,0,0,0,0,0,0,2015,Italian
Luca Antonelli,it ITA,DF,Milan,1987,28,25,2338,3,1,0,0,2,0,0.12,0.04,0.15,0.12,2015,Italian
Kwadwo Asamoah,gh GHA,MF,Juventus,1988,11,6,569,0,1,0,0,1,0,0,0.16,0.16,0,2015,Italian
Carlos Bacca,co COL,FW,Milan,1986,38,36,3156,18,2,2,2,2,0,0.51,0.06,0.57,0.46,2015,Italian
Mario Balotelli,it ITA,FW,Milan,1990,20,8,837,1,1,0,1,6,0,0.11,0.11,0.22,0.11,2015,Italian
Andrea Barzagli,it ITA,DF,Juventus,1981,31,31,2737,1,0,0,0,2,0,0.03,0,0.03,0.03,2015,Italian
Andrea Bertolacci,it ITA,MF,Milan,1991,27,21,1805,1,1,0,0,6,0,0.05,0.05,0.1,0.05,2015,Italian
Jonathan Biabiany,fr FRA,"MF,FW",Inter,1988,20,7,872,1,2,0,0,3,0,0.1,0.21,0.31,0.1,2015,Italian
Kevin-Prince Boateng,gh GHA,MF,Milan,1987,11,1,200,1,0,0,0,1,0,0.45,0,0.45,0.45,2015,Italian
Giacomo Bonaventura,it ITA,"MF,FW",Milan,1989,33,31,2840,6,8,0,0,8,0,0.19,0.25,0.44,0.19,2015,Italian
Leonardo Bonucci,it ITA,DF,Juventus,1987,36,35,3156,3,1,0,0,6,0,0.09,0.03,0.11,0.09,2015,Italian
Marcelo Brozovi?,hr CRO,MF,Inter,1992,32,25,2390,4,5,0,0,7,0,0.15,0.19,0.34,0.15,2015,Italian
Gianluigi Buffon,it ITA,GK,Juventus,1978,35,35,3150,0,0,0,0,1,0,0,0,0,0,2015,Italian
Martín Cáceres,uy URU,DF,Juventus,1987,6,5,448,0,0,0,0,0,0,0,0,0,0,2015,Italian
Davide Calabria,it ITA,DF,Milan,1996,6,3,372,0,0,0,0,4,0,0,0,0,0,2015,Italian
Leandro Castán,br BRA,DF,Roma,1986,5,4,380,0,0,0,0,1,0,0,0,0,0,2015,Italian
Alessio Cerci,it ITA,"FW,MF",Milan,1987,13,8,757,0,0,0,0,0,0,0,0,0,0,2015,Italian
Giorgio Chiellini,it ITA,DF,Juventus,1984,24,21,1787,1,0,0,0,5,1,0.05,0,0.05,0.05,2015,Italian
Kingsley Coman,fr FRA,FW,Juventus,1996,1,1,63,0,0,0,0,0,0,0,0,0,0,2015,Italian
Juan Cuadrado,co COL,"MF,FW",Juventus,1988,28,16,1724,4,5,0,0,2,0,0.21,0.26,0.47,0.21,2015,Italian
Danilo D'Ambrosio,it ITA,"DF,MF",Inter,1988,20,18,1616,2,0,0,0,4,1,0.11,0,0.11,0.11,2015,Italian
Daniele De Rossi,it ITA,"MF,DF",Roma,1983,24,23,1905,1,2,0,0,9,0,0.05,0.09,0.14,0.05,2015,Italian
Morgan De Sanctis,it ITA,GK,Roma,1977,4,4,360,0,0,0,0,0,0,0,0,0,0,2015,Italian
Mattia De Sciglio,it ITA,DF,Milan,1992,22,21,1840,0,1,0,0,3,0,0,0.05,0.05,0,2015,Italian
Fabio Della Giovanna,it ITA,DF,Inter,1997,1,0,10,0,0,0,0,0,0,0,0,0,0,2015,Italian
Lorenzo Di Livio,it ITA,MF,Roma,1997,1,0,21,0,0,0,0,1,0,0,0,0,0,2015,Italian
Lucas Digne,fr FRA,DF,Roma,1993,33,32,2857,3,3,0,0,4,0,0.09,0.09,0.19,0.09,2015,Italian
Gianluigi Donnarumma,it ITA,GK,Milan,1999,30,30,2628,0,0,0,0,3,0,0,0,0,0,2015,Italian
Paulo Dybala,ar ARG,FW,Juventus,1993,34,29,2443,19,9,6,6,1,0,0.7,0.33,1.03,0.48,2015,Italian
Edin Džeko,ba BIH,FW,Roma,1986,31,21,1959,8,6,2,2,4,1,0.37,0.28,0.64,0.28,2015,Italian
Éder,it ITA,"FW,MF",Inter,1986,14,8,751,1,0,0,0,1,0,0.12,0,0.12,0.12,2015,Italian
Rodrigo Ely,br BRA,DF,Milan,1993,3,2,172,0,0,0,0,2,1,0,0,0,0,2015,Italian
Patrice Evra,fr FRA,"MF,DF",Juventus,1981,26,24,2044,2,3,0,0,6,1,0.09,0.13,0.22,0.09,2015,Italian
Iago Falque,es ESP,"FW,MF",Roma,1990,22,13,1167,2,2,0,0,1,0,0.15,0.15,0.31,0.15,2015,Italian
Andrea Favilli,it ITA,FW,Juventus,1997,1,0,1,0,0,0,0,0,0,0,0,0,0,2015,Italian
Alessandro Florenzi,it ITA,"DF,MF",Roma,1991,33,31,2719,7,3,0,0,4,0,0.23,0.1,0.33,0.23,2015,Italian
Gervinho,ci CIV,"FW,MF",Roma,1987,14,13,1086,6,1,0,0,0,0,0.5,0.08,0.58,0.5,2015,Italian
Assane Gnoukouri,ci CIV,MF,Inter,1996,2,1,57,0,0,0,0,0,0,0,0,0,0,2015,Italian
Fredy Guarín,co COL,MF,Inter,1986,16,11,971,1,1,0,0,7,0,0.09,0.09,0.19,0.09,2015,Italian
Norbert Gyömbér,sk SVK,"DF,MF",Roma,1992,6,0,99,0,0,0,0,1,0,0,0,0,0,2015,Italian
Samir Handanovi?,si SVN,GK,Inter,1984,36,36,3240,0,0,0,0,5,0,0,0,0,0,2015,Italian
Hernanes,br BRA,"MF,FW",Juventus,1985,14,10,863,1,1,0,0,6,0,0.1,0.1,0.21,0.1,2015,Italian
Hernanes,br BRA,MF,Inter,1985,2,0,52,0,0,0,0,0,0,0,0,0,0,2015,Italian
Keisuke Honda,jp JPN,MF,Milan,1986,30,23,1925,1,3,0,0,2,0,0.05,0.14,0.19,0.05,2015,Italian
Víctor Ibarbo,co COL,"FW,MF",Roma,1990,2,0,5,0,0,0,0,0,0,0,0,0,0,2015,Italian
Mauro Icardi,ar ARG,FW,Inter,1993,33,32,2584,16,4,1,2,1,0,0.56,0.14,0.7,0.52,2015,Italian
Mauricio Isla,cl CHI,"DF,MF",Juventus,1988,1,0,10,0,0,0,0,0,0,0,0,0,0,2015,Italian
Juan Iturbe,py PAR,FW,Roma,1993,12,3,407,1,0,0,0,1,0,0.22,0,0.22,0.22,2015,Italian
Juan Jesus,br BRA,DF,Inter,1991,19,16,1413,0,0,0,0,3,0,0,0,0,0,2015,Italian
Nigel de Jong,nl NED,MF,Milan,1984,5,5,370,0,0,0,0,0,1,0,0,0,0,2015,Italian
Stevan Joveti?,me MNE,"FW,MF",Inter,1989,26,18,1516,6,2,1,1,4,0,0.36,0.12,0.47,0.3,2015,Italian
Seydou Keita,ml MLI,MF,Roma,1980,20,16,1367,1,0,0,0,4,0,0.07,0,0.07,0.07,2015,Italian
Sami Khedira,de GER,MF,Juventus,1987,20,20,1528,5,4,0,0,3,1,0.29,0.24,0.53,0.29,2015,Italian
Geoffrey Kondogbia,cf CTA,MF,Inter,1993,26,23,1988,1,0,0,0,6,1,0.05,0,0.05,0.05,2015,Italian
Juraj Kucka,sk SVK,MF,Milan,1987,29,24,2077,1,3,0,0,11,0,0.04,0.13,0.17,0.04,2015,Italian
Mario Lemina,ga GAB,MF,Juventus,1993,10,7,729,2,0,1,0,4,0,0.25,0,0.25,0.12,2015,Italian
Stephan Lichtsteiner,ch SUI,"MF,DF",Juventus,1984,26,22,1817,0,1,0,0,5,0,0,0.05,0.05,0,2015,Italian
Adem Ljaji?,rs SRB,"MF,FW",Inter,1991,25,16,1444,3,3,0,0,2,0,0.19,0.19,0.37,0.19,2015,Italian
Adem Ljaji?,rs SRB,"FW,MF",Roma,1991,1,0,2,0,0,0,0,0,0,0,0,0,0,2015,Italian
Fernando Llorente,es ESP,FW,Juventus,1985,1,0,12,0,0,0,0,0,0,0,0,0,0,2015,Italian
Manuel Locatelli,it ITA,MF,Milan,1998,2,1,94,0,0,0,0,1,0,0,0,0,0,2015,Italian
Diego López,es ESP,GK,Milan,1981,8,8,720,0,0,0,0,1,0,0,0,0,0,2015,Italian
Rey Manaj,al ALB,FW,Inter,1997,4,0,36,0,0,0,0,1,0,0,0,0,0,2015,Italian
Mario Mandžuki?,hr CRO,FW,Juventus,1986,27,24,2040,10,4,0,0,5,0,0.44,0.18,0.62,0.44,2015,Italian
Kostas Manolas,gr GRE,DF,Roma,1991,37,36,3122,2,2,0,0,7,0,0.06,0.06,0.12,0.06,2015,Italian
Claudio Marchisio,it ITA,MF,Juventus,1986,23,23,1927,0,2,0,0,8,0,0,0.09,0.09,0,2015,Italian
José Mauri,it ITA,MF,Milan,1996,5,3,245,0,0,0,0,2,0,0,0,0,0,2015,Italian
Gary Medel,cl CHI,"MF,DF",Inter,1987,30,28,2411,1,1,0,0,10,0,0.04,0.04,0.07,0.04,2015,Italian
Felipe Melo,br BRA,MF,Inter,1983,26,21,1773,1,1,0,0,7,2,0.05,0.05,0.1,0.05,2015,Italian
Jérémy Ménez,fr FRA,FW,Milan,1987,10,2,296,2,0,1,1,1,0,0.61,0,0.61,0.3,2015,Italian
Philippe Mexès,fr FRA,DF,Milan,1982,5,4,401,1,0,0,0,4,0,0.22,0,0.22,0.22,2015,Italian
Miranda,br BRA,DF,Inter,1984,32,31,2788,1,3,0,0,7,2,0.03,0.1,0.13,0.03,2015,Italian
Riccardo Montolivo,it ITA,MF,Milan,1985,31,31,2680,0,1,0,0,5,0,0,0.03,0.03,0,2015,Italian
Martín Montoya,es ESP,DF,Inter,1991,3,3,255,0,0,0,0,0,0,0,0,0,0,2015,Italian
Álvaro Morata,es ESP,FW,Juventus,1992,34,16,1441,7,7,1,1,6,1,0.44,0.44,0.87,0.37,2015,Italian
Jeison Murillo,co COL,DF,Inter,1992,34,32,2843,2,1,0,0,6,3,0.06,0.03,0.09,0.06,2015,Italian
Yuto Nagatomo,jp JPN,DF,Inter,1986,22,19,1651,0,0,0,0,5,2,0,0,0,0,2015,Italian
Radja Nainggolan,be BEL,MF,Roma,1988,35,33,2936,6,1,0,0,11,1,0.18,0.03,0.21,0.18,2015,Italian
Neto,br BRA,GK,Juventus,1989,3,3,270,0,0,0,0,0,0,0,0,0,0,2015,Italian
M'Baye Niang,sn SEN,FW,Milan,1994,16,15,1147,5,4,2,2,1,0,0.39,0.31,0.71,0.24,2015,Italian
Antonio Nocerino,it ITA,MF,Milan,1985,2,1,65,0,0,0,0,0,0,0,0,0,0,2015,Italian
Juan Pablo Carrizo,ar ARG,GK,Inter,1984,2,2,161,0,0,0,0,0,0,0,0,0,0,2015,Italian
Simone Padoin,it ITA,"MF,DF",Juventus,1984,12,6,580,1,0,0,0,2,0,0.16,0,0.16,0.16,2015,Italian
Rodrigo Palacio,ar ARG,"FW,MF",Inter,1982,27,15,1405,2,4,0,0,5,0,0.13,0.26,0.38,0.13,2015,Italian
Emerson Palmieri,it ITA,DF,Roma,1994,8,1,188,1,0,0,0,1,0,0.48,0,0.48,0.48,2015,Italian
Roberto Pereyra,ar ARG,"MF,FW",Juventus,1991,13,9,802,0,1,0,0,0,0,0,0.11,0.11,0,2015,Italian
Ivan Periši?,hr CRO,"MF,FW",Inter,1989,34,26,2408,7,6,0,0,5,0,0.26,0.22,0.49,0.26,2015,Italian
Diego Perotti,ar ARG,"FW,MF",Roma,1988,15,14,1203,3,6,0,0,2,0,0.22,0.45,0.67,0.22,2015,Italian
Miralem Pjani?,ba BIH,MF,Roma,1990,33,30,2649,10,12,1,1,11,1,0.34,0.41,0.75,0.31,2015,Italian
Paul Pogba,fr FRA,MF,Juventus,1993,35,33,3019,8,12,1,2,10,0,0.24,0.36,0.6,0.21,2015,Italian
Andrea Poli,it ITA,MF,Milan,1989,18,4,581,0,1,0,0,1,0,0,0.15,0.15,0,2015,Italian
Andrea Ranocchia,it ITA,DF,Inter,1988,10,1,218,0,0,0,0,0,0,0,0,0,0,2015,Italian
Alessio Romagnoli,it ITA,DF,Milan,1995,34,33,2944,0,0,0,0,9,1,0,0,0,0,2015,Italian
Antonio Rüdiger,de GER,DF,Roma,1993,30,29,2635,2,0,0,0,4,0,0.07,0,0.07,0.07,2015,Italian
Daniele Rugani,it ITA,DF,Juventus,1994,17,11,1167,0,0,0,0,2,0,0,0,0,0,2015,Italian
Umar Sadiq,ng NGA,"MF,FW",Roma,1997,6,2,189,2,0,0,0,0,0,0.95,0,0.95,0.95,2015,Italian
Mohamed Salah,eg EGY,"FW,MF",Roma,1992,34,32,2723,14,6,0,0,2,1,0.46,0.2,0.66,0.46,2015,Italian
Alex Sandro,br BRA,"MF,DF",Juventus,1991,22,15,1501,2,3,0,0,6,1,0.12,0.18,0.3,0.12,2015,Italian
Davide Santon,it ITA,DF,Inter,1991,12,11,974,0,1,0,0,1,0,0,0.09,0.09,0,2015,Italian
